time,X,Y,Z,X,Y,Z
0,0,0,0,0,0
0.4722452,0.5357646,0.8134742,345.3018,324.7155,355.5775
0.4723964,0.5358257,0.813591,345.2848,324.7744,355.3574
0.4725015,0.5357879,0.8136332,345.2898,324.7949,355.2676
0.4726684,0.5357692,0.8138044,345.2959,324.8399,355.0866
0.4736111,0.5356068,0.8144228,345.2737,325.1006,353.9731
0.4739811,0.5356533,0.8147271,345.2834,325.2085,353.5618
0.4748466,0.5356897,0.8156775,345.3734,325.5915,352.4057
0.4746242,0.5357778,0.8157308,345.4292,325.5338,352.6678
0.474319,0.5358583,0.8154645,345.4189,325.5005,352.7837
0.4743836,0.5357137,0.8156605,345.4921,325.553,352.7173
0.4745293,0.535603,0.8158748,345.5571,325.5915,352.7114
0.4745147,0.5355134,0.8157921,345.5463,325.6782,352.5182
0.4744403,0.5358022,0.8159605,345.6273,325.7543,352.3191
0.4743965,0.5355268,0.816058,345.7029,325.7275,352.454
0.4743285,0.535465,0.8158219,345.6971,325.7638,352.5589
0.4742224,0.5355949,0.8158964,345.7488,325.8242,352.4792
0.474273,0.5354804,0.815879,345.7858,325.8519,352.4772
0.4743268,0.5354377,0.8157358,345.7899,325.8813,352.4491
0.4746156,0.5356486,0.8159773,345.7903,325.8773,352.2722
0.474623,0.5356075,0.8159699,345.7774,325.8242,352.3731
0.474544,0.5356643,0.8158098,345.7658,325.789,352.4431
0.474263,0.5355347,0.8157747,345.7614,325.7999,352.4398
0.4743257,0.5351871,0.8156219,345.7109,325.8213,352.248
0.4743569,0.5351644,0.8156692,345.6873,325.7745,352.3586
0.4742718,0.5351951,0.8156976,345.6937,325.7362,352.536
0.474498,0.5353839,0.8156058,345.6357,325.7738,352.2978
0.4744244,0.5353568,0.8156844,345.6573,325.7442,352.4752
0.4744782,0.5353458,0.8154235,345.5981,325.8106,352.475
0.4745927,0.5353827,0.8149588,345.5349,325.9372,352.5895
0.4747684,0.535568,0.8146553,345.4883,326.0258,352.6313
0.4748328,0.5353227,0.8146369,345.496,326.1152,352.6255
0.4750032,0.5355432,0.8144839,345.4559,326.2384,352.4865
0.4748898,0.5356352,0.8140298,345.4037,326.4031,352.8784
0.4747188,0.5355552,0.8141879,345.4054,326.3625,353.0435
0.4745171,0.5354856,0.8138154,345.3729,326.3409,353.4109
0.4745281,0.5354573,0.8133169,345.3352,326.2646,353.5688
0.4743209,0.5352775,0.8133017,345.3426,326.186,353.7334
0.474751,0.5353475,0.8133793,345.3063,326.4505,353.0827
0.4755599,0.5355024,0.8135654,345.2771,326.6734,352.3406
0.4761868,0.5354716,0.8142216,345.2813,326.8085,351.6464
0.4756873,0.5354989,0.8139884,345.2473,326.6459,352.0811
0.4756465,0.5355742,0.8139782,345.2025,326.6039,352.2322
0.4758267,0.5353283,0.8141682,345.1995,326.6754,351.8047
