time,X,Y,Z,X,Y,Z
0.867996,2.552,0.817073,350.6083,264.3106,359.3254
-0.3535527,-0.8469012,0.3393985,350.6083,264.3106,359.3254
-0.353553,-0.8469093,0.3394015,350.608,264.3105,359.3231
-0.3525665,-0.8459095,0.3391811,350.6354,264.2345,359.3292
-0.3526024,-0.8459288,0.339088,350.6452,264.2409,359.3101
-0.3526463,-0.8460278,0.3390841,350.6569,264.2393,359.3023
-0.3526591,-0.8460319,0.3390502,350.6501,264.2433,359.311
-0.3526285,-0.846016,0.3390597,350.6581,264.242,359.3084
-0.3526635,-0.8460569,0.3391249,350.6441,264.2313,359.3098
-0.3525867,-0.8461208,0.3392259,350.6396,264.238,359.2982
-0.3528445,-0.8459824,0.3391211,350.6589,264.2473,359.3149
-0.3528405,-0.8459598,0.339068,350.656,264.2545,359.3224
-0.3528154,-0.8459406,0.3390767,350.6709,264.2494,359.3146
-0.3528594,-0.8458977,0.3390526,350.6604,264.2596,359.3131
-0.3527982,-0.8459163,0.339032,350.6633,264.2461,359.3137
-0.3528203,-0.8458987,0.3390044,350.6585,264.244,359.3209
-0.3527803,-0.8459651,0.3390517,350.654,264.2428,359.3058
-0.3526738,-0.8460065,0.3389787,350.6696,264.2496,359.3089
-0.3526382,-0.8460102,0.3389297,350.672,264.2506,359.3116
-0.3526133,-0.8461355,0.3389832,350.647,264.2482,359.3109
-0.3525758,-0.8461093,0.3389331,350.6582,264.2433,359.3064
-0.3524927,-0.8460774,0.3389273,350.6596,264.2253,359.317
-0.3525862,-0.8460331,0.3389363,350.6682,264.2401,359.306
-0.3526012,-0.8459234,0.3389718,350.6808,264.228,359.3151
-0.3525172,-0.8458963,0.3389448,350.6725,264.2423,359.3027
-0.3525997,-0.8458701,0.3389663,350.6725,264.2425,359.3029
-0.352618,-0.8458179,0.338948,350.6829,264.2477,359.301
-0.352574,-0.8458228,0.3389404,350.6768,264.2436,359.296
-0.3526624,-0.8458297,0.3389836,350.6739,264.2394,359.3039
-0.3526345,-0.8458397,0.3390165,350.6751,264.25,359.2983
-0.3526765,-0.8459837,0.3391302,350.6652,264.2553,359.2964
-0.3526697,-0.8460362,0.339141,350.671,264.2484,359.2984
-0.3526872,-0.8461288,0.3391781,350.6757,264.2489,359.3068
-0.3527233,-0.8462175,0.3392366,350.6742,264.2452,359.3094
-0.3526664,-0.8461412,0.3391651,350.6606,264.2482,359.3041
-0.3527889,-0.8460544,0.339204,350.6736,264.2455,359.3052
-0.3528074,-0.8460329,0.3391501,350.6697,264.2462,359.3053
-0.3528627,-0.8460165,0.3391566,350.6674,264.2432,359.3075
-0.3528941,-0.8459886,0.3391231,350.6835,264.2457,359.3038
-0.3528255,-0.8459424,0.3392172,350.6748,264.2509,359.3143
-0.3527952,-0.8459826,0.3392204,350.6701,264.2478,359.3107
-0.3527773,-0.8460494,0.3391857,350.6675,264.2704,359.3137
-0.3528681,-0.8461159,0.3391105,350.6661,264.2574,359.3092
-0.3528372,-0.8460534,0.3391456,350.6665,264.2516,359.3118
-0.3528154,-0.8460863,0.3391075,350.6749,264.2514,359.3091
-0.3528208,-0.8460699,0.3390852,350.6764,264.2419,359.313
-0.352752,-0.8460798,0.3390879,350.6668,264.2536,359.3127
-0.3527974,-0.8460557,0.3391089,350.6777,264.2537,359.3072
-0.3527972,-0.8460419,0.3391477,350.6655,264.2447,359.3148
-0.3527728,-0.846102,0.3391471,350.6696,264.2591,359.3154
-0.3528048,-0.8460554,0.3391764,350.6676,264.2517,359.3066
-0.3528518,-0.8460873,0.3391916,350.6623,264.2377,359.3094
-0.3528197,-0.8460343,0.3391646,350.6682,264.2415,359.3148
-0.3528444,-0.8460138,0.3391252,350.671,264.236,359.3089
-0.3528649,-0.8459783,0.3390921,350.6736,264.248,359.2996
-0.3529232,-0.8459784,0.3390711,350.6765,264.2465,359.2959
-0.3528816,-0.8460168,0.3390784,350.6703,264.2553,359.3016
-0.3528394,-0.8460027,0.3391165,350.6686,264.2387,359.3047
-0.352836,-0.8460045,0.3390806,350.6676,264.244,359.3066
-0.3528155,-0.8460122,0.339116,350.678,264.2436,359.3108
-0.3527891,-0.8460096,0.3391374,350.6573,264.2549,359.3041
-0.3527728,-0.8459755,0.3391631,350.6744,264.2492,359.3027
-0.35275,-0.8460017,0.3392243,350.6729,264.2403,359.3107
-0.3528125,-0.8461006,0.3392003,350.6742,264.2545,359.3005
-0.3527555,-0.8461004,0.3392117,350.6647,264.2515,359.3078
-0.3527477,-0.8461413,0.3392324,350.6672,264.2462,359.2925
